event_name,event_date,event_location,winner,fighter_a_name,fighter_b_name,weightclass,method_of_victory,round_of_victory,time_of_victory,time_format,referee,title_fight,gender,Fighter A Odds,Fighter A Avg Odds,Fighter A Best Odds,Fighter B Odds,Fighter B Avg Odds,Fighter B Best Odds
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Ovince Saint Preux,Ovince Saint Preux,Mauricio Rua,Light heavyweight,Decision - Split,3,5:00,3,Marc Goddard,False,men,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -263}, {'Bookmaker': 'DraftKings', 'Odds Price': -278}, {'Bookmaker': 'FanDuel', 'Odds Price': -250}, {'Bookmaker': 'Betfair', 'Odds Price': -208}, {'Bookmaker': 'Betfair', 'Odds Price': -250}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -256}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -256}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -238}, {'Bookmaker': 'TwinSpires', 'Odds Price': -263}, {'Bookmaker': 'SugarHouse', 'Odds Price': -263}, {'Bookmaker': 'BetRivers', 'Odds Price': -263}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -263}, {'Bookmaker': 'WynnBET', 'Odds Price': -256}, {'Bookmaker': 'Unibet', 'Odds Price': -263}, {'Bookmaker': 'Bovada', 'Odds Price': -263}, {'Bookmaker': 'BetMGM', 'Odds Price': -250}]",-255.0,"{'Odds': -208, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': 220}, {'Bookmaker': 'DraftKings', 'Odds Price': 220}, {'Bookmaker': 'FanDuel', 'Odds Price': 205}, {'Bookmaker': 'Betfair', 'Odds Price': 250}, {'Bookmaker': 'Betfair', 'Odds Price': 205}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 200}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 220}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 200}, {'Bookmaker': 'TwinSpires', 'Odds Price': 200}, {'Bookmaker': 'SugarHouse', 'Odds Price': 200}, {'Bookmaker': 'BetRivers', 'Odds Price': 200}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 200}, {'Bookmaker': 'WynnBET', 'Odds Price': 200}, {'Bookmaker': 'Unibet', 'Odds Price': 200}, {'Bookmaker': 'Bovada', 'Odds Price': 200}, {'Bookmaker': 'BetMGM', 'Odds Price': 200}]",207.0,"{'Odds': 250, 'Bookmaker': 'Betfair'}"
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Randy Brown,Randy Brown,Khaos Williams,Welterweight,Decision - Split,3,5:00,3,Jason Herzog,False,men,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -103}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -103}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -105}, {'Bookmaker': 'DraftKings', 'Odds Price': -105}, {'Bookmaker': 'SugarHouse', 'Odds Price': 100}, {'Bookmaker': 'TwinSpires', 'Odds Price': 100}, {'Bookmaker': 'BetRivers', 'Odds Price': 100}, {'Bookmaker': 'FanDuel', 'Odds Price': -102}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 100}, {'Bookmaker': 'BetMGM', 'Odds Price': 100}, {'Bookmaker': 'Unibet', 'Odds Price': 100}, {'Bookmaker': 'Betfair', 'Odds Price': 108}, {'Bookmaker': 'Betfair', 'Odds Price': 104}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -115}, {'Bookmaker': 'WynnBET', 'Odds Price': -110}]",-102.0,"{'Odds': 108, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -118}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -118}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -115}, {'Bookmaker': 'DraftKings', 'Odds Price': -115}, {'Bookmaker': 'SugarHouse', 'Odds Price': -127}, {'Bookmaker': 'TwinSpires', 'Odds Price': -127}, {'Bookmaker': 'BetRivers', 'Odds Price': -127}, {'Bookmaker': 'FanDuel', 'Odds Price': -116}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -127}, {'Bookmaker': 'BetMGM', 'Odds Price': -120}, {'Bookmaker': 'Unibet', 'Odds Price': -127}, {'Bookmaker': 'Betfair', 'Odds Price': -103}, {'Bookmaker': 'Betfair', 'Odds Price': -109}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -115}, {'Bookmaker': 'WynnBET', 'Odds Price': -110}]",-118.0,"{'Odds': -103, 'Bookmaker': 'Betfair'}"
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Francisco Trinaldo,Francisco Trinaldo,Danny Roberts,Welterweight,Decision - Unanimous,3,5:00,3,Ryan Brueggeman,False,men,"[{'Bookmaker': 'Betfair', 'Odds Price': 114}, {'Bookmaker': 'Betfair', 'Odds Price': 102}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -115}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -115}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -115}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -105}, {'Bookmaker': 'DraftKings', 'Odds Price': -105}, {'Bookmaker': 'SugarHouse', 'Odds Price': -118}, {'Bookmaker': 'TwinSpires', 'Odds Price': -118}, {'Bookmaker': 'BetRivers', 'Odds Price': -118}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -118}, {'Bookmaker': 'FanDuel', 'Odds Price': -112}, {'Bookmaker': 'WynnBET', 'Odds Price': -110}, {'Bookmaker': 'BetMGM', 'Odds Price': -110}, {'Bookmaker': 'Unibet', 'Odds Price': -116}, {'Bookmaker': 'Bovada', 'Odds Price': -115}]",-111.0,"{'Odds': 114, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': -101}, {'Bookmaker': 'Betfair', 'Odds Price': -114}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -115}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -105}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -105}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -115}, {'Bookmaker': 'DraftKings', 'Odds Price': -115}, {'Bookmaker': 'SugarHouse', 'Odds Price': -106}, {'Bookmaker': 'TwinSpires', 'Odds Price': -106}, {'Bookmaker': 'BetRivers', 'Odds Price': -106}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -106}, {'Bookmaker': 'FanDuel', 'Odds Price': -104}, {'Bookmaker': 'WynnBET', 'Odds Price': -110}, {'Bookmaker': 'BetMGM', 'Odds Price': -110}, {'Bookmaker': 'Unibet', 'Odds Price': -105}, {'Bookmaker': 'Bovada', 'Odds Price': -105}]",-108.0,"{'Odds': -101, 'Bookmaker': 'Betfair'}"
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Macy Chiasson,Macy Chiasson,Norma Dumont,Featherweight,Decision - Split,3,5:00,3,Keith Peterson,False,women,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': 185}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 185}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 190}, {'Bookmaker': 'DraftKings', 'Odds Price': 185}, {'Bookmaker': 'SugarHouse', 'Odds Price': 183}, {'Bookmaker': 'TwinSpires', 'Odds Price': 183}, {'Bookmaker': 'BetRivers', 'Odds Price': 183}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 183}, {'Bookmaker': 'FanDuel', 'Odds Price': 198}, {'Bookmaker': 'Unibet', 'Odds Price': 183}, {'Bookmaker': 'BetMGM', 'Odds Price': 180}, {'Bookmaker': 'Betfair', 'Odds Price': 225}, {'Bookmaker': 'Betfair', 'Odds Price': 188}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 185}, {'Bookmaker': 'WynnBET', 'Odds Price': 185}, {'Bookmaker': 'Bovada', 'Odds Price': 185}]",188.0,"{'Odds': 225, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -222}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -217}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -233}, {'Bookmaker': 'DraftKings', 'Odds Price': -227}, {'Bookmaker': 'SugarHouse', 'Odds Price': -233}, {'Bookmaker': 'TwinSpires', 'Odds Price': -233}, {'Bookmaker': 'BetRivers', 'Odds Price': -233}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -233}, {'Bookmaker': 'FanDuel', 'Odds Price': -238}, {'Bookmaker': 'Unibet', 'Odds Price': -233}, {'Bookmaker': 'BetMGM', 'Odds Price': -227}, {'Bookmaker': 'Betfair', 'Odds Price': -189}, {'Bookmaker': 'Betfair', 'Odds Price': -222}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -227}, {'Bookmaker': 'WynnBET', 'Odds Price': -233}, {'Bookmaker': 'Bovada', 'Odds Price': -233}]",-227.0,"{'Odds': -189, 'Bookmaker': 'Betfair'}"
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Brandon Royval,Brandon Royval,Matt Schnell,Flyweight,Submission,1,2:14,3,Ryan Brueggeman,False,men,"[{'Bookmaker': 'DraftKings', 'Odds Price': -256}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -250}, {'Bookmaker': 'FanDuel', 'Odds Price': -256}, {'Bookmaker': 'Betfair', 'Odds Price': -204}, {'Bookmaker': 'Betfair', 'Odds Price': -227}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -256}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -250}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -263}, {'Bookmaker': 'SugarHouse', 'Odds Price': -263}, {'Bookmaker': 'TwinSpires', 'Odds Price': -263}, {'Bookmaker': 'BetRivers', 'Odds Price': -263}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -263}, {'Bookmaker': 'Unibet', 'Odds Price': -263}, {'Bookmaker': 'WynnBET', 'Odds Price': -250}, {'Bookmaker': 'BetMGM', 'Odds Price': -250}, {'Bookmaker': 'Bovada', 'Odds Price': -250}]",-251.0,"{'Odds': -204, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'DraftKings', 'Odds Price': 205}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 210}, {'Bookmaker': 'FanDuel', 'Odds Price': 210}, {'Bookmaker': 'Betfair', 'Odds Price': 230}, {'Bookmaker': 'Betfair', 'Odds Price': 205}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 200}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 210}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 210}, {'Bookmaker': 'SugarHouse', 'Odds Price': 205}, {'Bookmaker': 'TwinSpires', 'Odds Price': 205}, {'Bookmaker': 'BetRivers', 'Odds Price': 205}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 205}, {'Bookmaker': 'Unibet', 'Odds Price': 205}, {'Bookmaker': 'WynnBET', 'Odds Price': 200}, {'Bookmaker': 'BetMGM', 'Odds Price': 200}, {'Bookmaker': 'Bovada', 'Odds Price': 200}]",206.0,"{'Odds': 230, 'Bookmaker': 'Betfair'}"
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Blagoy Ivanov,Blagoy Ivanov,Marcos Rogerio de Lima,Heavyweight,Decision - Unanimous,3,5:00,3,Marc Goddard,False,men,"[{'Bookmaker': 'Betfair', 'Odds Price': -137}, {'Bookmaker': 'Betfair', 'Odds Price': -152}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -145}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -141}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -141}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -149}, {'Bookmaker': 'SugarHouse', 'Odds Price': -152}, {'Bookmaker': 'TwinSpires', 'Odds Price': -152}, {'Bookmaker': 'BetRivers', 'Odds Price': -152}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -152}, {'Bookmaker': 'FanDuel', 'Odds Price': -156}, {'Bookmaker': 'WynnBET', 'Odds Price': -145}, {'Bookmaker': 'BetMGM', 'Odds Price': -149}, {'Bookmaker': 'Unibet', 'Odds Price': -152}, {'Bookmaker': 'Bovada', 'Odds Price': -149}]",-148.0,"{'Odds': -137, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': 152}, {'Bookmaker': 'Betfair', 'Odds Price': 138}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 115}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 120}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 120}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 125}, {'Bookmaker': 'SugarHouse', 'Odds Price': 122}, {'Bookmaker': 'TwinSpires', 'Odds Price': 122}, {'Bookmaker': 'BetRivers', 'Odds Price': 122}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 122}, {'Bookmaker': 'FanDuel', 'Odds Price': 132}, {'Bookmaker': 'WynnBET', 'Odds Price': 125}, {'Bookmaker': 'BetMGM', 'Odds Price': 125}, {'Bookmaker': 'Unibet', 'Odds Price': 122}, {'Bookmaker': 'Bovada', 'Odds Price': 125}]",125.0,"{'Odds': 152, 'Bookmaker': 'Betfair'}"
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Andre Fialho,Andre Fialho,Cameron VanCamp,Welterweight,KO/TKO,1,2:35,3,Marc Goddard,False,men,"[{'Bookmaker': 'Betfair', 'Odds Price': -357}, {'Bookmaker': 'Betfair', 'Odds Price': -435}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -417}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -417}, {'Bookmaker': 'FanDuel', 'Odds Price': -455}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -417}, {'Bookmaker': 'BetMGM', 'Odds Price': -455}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -435}, {'Bookmaker': 'SugarHouse', 'Odds Price': -400}, {'Bookmaker': 'TwinSpires', 'Odds Price': -400}, {'Bookmaker': 'BetRivers', 'Odds Price': -400}, {'Bookmaker': 'DraftKings', 'Odds Price': -455}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -400}, {'Bookmaker': 'Unibet', 'Odds Price': -400}, {'Bookmaker': 'WynnBET', 'Odds Price': -455}, {'Bookmaker': 'Bovada', 'Odds Price': -455}]",-421.0,"{'Odds': -357, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': 440}, {'Bookmaker': 'Betfair', 'Odds Price': 360}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 330}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 345}, {'Bookmaker': 'FanDuel', 'Odds Price': 350}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 345}, {'Bookmaker': 'BetMGM', 'Odds Price': 333}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 340}, {'Bookmaker': 'SugarHouse', 'Odds Price': 295}, {'Bookmaker': 'TwinSpires', 'Odds Price': 295}, {'Bookmaker': 'BetRivers', 'Odds Price': 295}, {'Bookmaker': 'DraftKings', 'Odds Price': 340}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 295}, {'Bookmaker': 'Unibet', 'Odds Price': 295}, {'Bookmaker': 'WynnBET', 'Odds Price': 340}, {'Bookmaker': 'Bovada', 'Odds Price': 320}]",330.0,"{'Odds': 440, 'Bookmaker': 'Betfair'}"
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Tracy Cortez,Tracy Cortez,Melissa Gatto,Flyweight,Decision - Unanimous,3,5:00,3,Jason Herzog,False,women,"[{'Bookmaker': 'FanDuel', 'Odds Price': -143}, {'Bookmaker': 'Betfair', 'Odds Price': -103}, {'Bookmaker': 'Betfair', 'Odds Price': -125}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -135}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -132}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -130}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -141}, {'Bookmaker': 'DraftKings', 'Odds Price': -135}, {'Bookmaker': 'SugarHouse', 'Odds Price': -143}, {'Bookmaker': 'TwinSpires', 'Odds Price': -143}, {'Bookmaker': 'BetRivers', 'Odds Price': -143}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -143}, {'Bookmaker': 'WynnBET', 'Odds Price': -135}, {'Bookmaker': 'BetMGM', 'Odds Price': -141}, {'Bookmaker': 'Bovada', 'Odds Price': -141}, {'Bookmaker': 'Unibet', 'Odds Price': -143}]",-136.0,"{'Odds': -103, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'FanDuel', 'Odds Price': 120}, {'Bookmaker': 'Betfair', 'Odds Price': 130}, {'Bookmaker': 'Betfair', 'Odds Price': 104}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 105}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 110}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 110}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 120}, {'Bookmaker': 'DraftKings', 'Odds Price': 115}, {'Bookmaker': 'SugarHouse', 'Odds Price': 112}, {'Bookmaker': 'TwinSpires', 'Odds Price': 112}, {'Bookmaker': 'BetRivers', 'Odds Price': 112}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 112}, {'Bookmaker': 'WynnBET', 'Odds Price': 115}, {'Bookmaker': 'BetMGM', 'Odds Price': 115}, {'Bookmaker': 'Bovada', 'Odds Price': 115}, {'Bookmaker': 'Unibet', 'Odds Price': 112}]",114.0,"{'Odds': 130, 'Bookmaker': 'Betfair'}"
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",CJ Vergara,CJ Vergara,Kleydson Rodrigues,Flyweight,Decision - Split,3,5:00,3,Keith Peterson,False,men,"[{'Bookmaker': 'Betfair', 'Odds Price': 340}, {'Bookmaker': 'Betfair', 'Odds Price': 285}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 275}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 285}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 285}, {'Bookmaker': 'DraftKings', 'Odds Price': 280}, {'Bookmaker': 'TwinSpires', 'Odds Price': 253}, {'Bookmaker': 'SugarHouse', 'Odds Price': 253}, {'Bookmaker': 'BetRivers', 'Odds Price': 253}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 253}, {'Bookmaker': 'FanDuel', 'Odds Price': 300}, {'Bookmaker': 'WynnBET', 'Odds Price': 280}, {'Bookmaker': 'Unibet', 'Odds Price': 253}, {'Bookmaker': 'Bovada', 'Odds Price': 255}]",274.0,"{'Odds': 340, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': -278}, {'Bookmaker': 'Betfair', 'Odds Price': -345}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -345}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -357}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -345}, {'Bookmaker': 'DraftKings', 'Odds Price': -370}, {'Bookmaker': 'TwinSpires', 'Odds Price': -333}, {'Bookmaker': 'SugarHouse', 'Odds Price': -333}, {'Bookmaker': 'BetRivers', 'Odds Price': -333}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -333}, {'Bookmaker': 'FanDuel', 'Odds Price': -370}, {'Bookmaker': 'WynnBET', 'Odds Price': -357}, {'Bookmaker': 'Unibet', 'Odds Price': -333}, {'Bookmaker': 'Bovada', 'Odds Price': -333}]",-339.0,"{'Odds': -278, 'Bookmaker': 'Betfair'}"
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Loopy Godinez,Loopy Godinez,Ariane Carnelossi,Strawweight,Decision - Unanimous,3,5:00,3,Jason Herzog,False,women,"[{'Bookmaker': 'Betfair', 'Odds Price': -172}, {'Bookmaker': 'Betfair', 'Odds Price': -182}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -185}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -182}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -179}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -179}, {'Bookmaker': 'DraftKings', 'Odds Price': -179}, {'Bookmaker': 'SugarHouse', 'Odds Price': -189}, {'Bookmaker': 'TwinSpires', 'Odds Price': -189}, {'Bookmaker': 'BetRivers', 'Odds Price': -189}, {'Bookmaker': 'FanDuel', 'Odds Price': -175}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -189}, {'Bookmaker': 'BetMGM', 'Odds Price': -189}, {'Bookmaker': 'Bovada', 'Odds Price': -185}, {'Bookmaker': 'Unibet', 'Odds Price': -189}, {'Bookmaker': 'WynnBET', 'Odds Price': -179}]",-183.0,"{'Odds': -172, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': 186}, {'Bookmaker': 'Betfair', 'Odds Price': 172}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 155}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 154}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 155}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 155}, {'Bookmaker': 'DraftKings', 'Odds Price': 155}, {'Bookmaker': 'SugarHouse', 'Odds Price': 150}, {'Bookmaker': 'TwinSpires', 'Odds Price': 150}, {'Bookmaker': 'BetRivers', 'Odds Price': 150}, {'Bookmaker': 'FanDuel', 'Odds Price': 146}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 150}, {'Bookmaker': 'BetMGM', 'Odds Price': 155}, {'Bookmaker': 'Bovada', 'Odds Price': 149}, {'Bookmaker': 'Unibet', 'Odds Price': 150}, {'Bookmaker': 'WynnBET', 'Odds Price': 150}]",155.0,"{'Odds': 186, 'Bookmaker': 'Betfair'}"
UFC 274: Oliveira vs. Gaethje,2022-05-07,"Phoenix, Arizona, USA",Journey Newson,Journey Newson,Fernie Garcia,Bantamweight,Decision - Unanimous,3,5:00,3,Ryan Brueggeman,False,men,"[{'Bookmaker': 'BetOnline.ag', 'Odds Price': 102}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 103}, {'Bookmaker': 'DraftKings', 'Odds Price': 110}, {'Bookmaker': 'FanDuel', 'Odds Price': 112}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 120}, {'Bookmaker': 'BetMGM', 'Odds Price': 110}, {'Bookmaker': 'Betfair', 'Odds Price': 126}, {'Bookmaker': 'Betfair', 'Odds Price': 112}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': 100}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 115}, {'Bookmaker': 'TwinSpires', 'Odds Price': 120}, {'Bookmaker': 'SugarHouse', 'Odds Price': 120}, {'Bookmaker': 'BetRivers', 'Odds Price': 120}, {'Bookmaker': 'Bovada', 'Odds Price': 115}, {'Bookmaker': 'WynnBET', 'Odds Price': 110}, {'Bookmaker': 'Unibet', 'Odds Price': 120}]",113.0,"{'Odds': 126, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'BetOnline.ag', 'Odds Price': -123}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -123}, {'Bookmaker': 'DraftKings', 'Odds Price': -130}, {'Bookmaker': 'FanDuel', 'Odds Price': -132}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -154}, {'Bookmaker': 'BetMGM', 'Odds Price': -130}, {'Bookmaker': 'Betfair', 'Odds Price': -111}, {'Bookmaker': 'Betfair', 'Odds Price': -125}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -130}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -135}, {'Bookmaker': 'TwinSpires', 'Odds Price': -154}, {'Bookmaker': 'SugarHouse', 'Odds Price': -154}, {'Bookmaker': 'BetRivers', 'Odds Price': -154}, {'Bookmaker': 'Bovada', 'Odds Price': -141}, {'Bookmaker': 'WynnBET', 'Odds Price': -130}, {'Bookmaker': 'Unibet', 'Odds Price': -154}]",-135.0,"{'Odds': -111, 'Bookmaker': 'Betfair'}"
UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Marlon Vera,Marlon Vera,Rob Font,Bantamweight,Decision - Unanimous,5,5:00,5,Jason Herzog,False,men,"[{'Bookmaker': 'Betfair', 'Odds Price': 120}, {'Bookmaker': 'Betfair', 'Odds Price': 110}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -105}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 102}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 103}, {'Bookmaker': 'William Hill (US)', 'Odds Price': 110}, {'Bookmaker': 'TwinSpires', 'Odds Price': 107}, {'Bookmaker': 'SugarHouse', 'Odds Price': 107}, {'Bookmaker': 'DraftKings', 'Odds Price': 105}, {'Bookmaker': 'BetRivers', 'Odds Price': 107}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': 107}, {'Bookmaker': 'FanDuel', 'Odds Price': 108}, {'Bookmaker': 'WynnBET', 'Odds Price': 110}, {'Bookmaker': 'Unibet', 'Odds Price': 107}, {'Bookmaker': 'BetMGM', 'Odds Price': 110}, {'Bookmaker': 'Bovada', 'Odds Price': 105}]",107.0,"{'Odds': 120, 'Bookmaker': 'Betfair'}","[{'Bookmaker': 'Betfair', 'Odds Price': -110}, {'Bookmaker': 'Betfair', 'Odds Price': -120}, {'Bookmaker': 'MyBookie.ag', 'Odds Price': -125}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -123}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -123}, {'Bookmaker': 'William Hill (US)', 'Odds Price': -130}, {'Bookmaker': 'TwinSpires', 'Odds Price': -133}, {'Bookmaker': 'SugarHouse', 'Odds Price': -133}, {'Bookmaker': 'DraftKings', 'Odds Price': -125}, {'Bookmaker': 'BetRivers', 'Odds Price': -133}, {'Bookmaker': 'Barstool Sportsbook', 'Odds Price': -133}, {'Bookmaker': 'FanDuel', 'Odds Price': -130}, {'Bookmaker': 'WynnBET', 'Odds Price': -130}, {'Bookmaker': 'Unibet', 'Odds Price': -133}, {'Bookmaker': 'BetMGM', 'Odds Price': -135}, {'Bookmaker': 'Bovada', 'Odds Price': -125}]",-127.0,"{'Odds': -110, 'Bookmaker': 'Betfair'}"
